age race earnwke senior married union female hogwarts hhouse
4059 36 Pureblood 320 Senior Single Non-Union Female Graduated Ravenclaw
4060 63 Pureblood 461.53 Senior Married Non-Union Male Graduated Ravenclaw
4061 54 Pureblood 1134.61 Senior Married Non-Union Male Graduated Slytherin
4062 61 Pureblood 500 Senior Married Non-Union Female Graduated Slytherin
4063 34 Pureblood 1115.38 Senior Married Non-Union Male Graduated Ravenclaw
4064 33 Pureblood 853.84 Senior Married Non-Union Female Graduated Ravenclaw
4065 57 Pureblood 660 Senior Married Non-Union Male Graduated Ravenclaw
4066 52 Pureblood 600 Senior Married Non-Union Female Drop-Out Ravenclaw
4067 35 Pureblood 1211.53 Senior Married Non-Union Male Graduated Slytherin
4068 27 Pureblood 576.92 Senior Married Non-Union Female Graduated Ravenclaw
4069 26 Muggle-Born 500 Senior Single Non-Union Male Graduated Slytherin
4070 56 Pureblood 307.52 Senior Single Non-Union Female Graduated Hufflepuff
4071 42 Pureblood 580 Senior Single Non-Union Male Graduated Slytherin
4072 48 Pureblood 720 Senior Married Non-Union Male Graduated Hufflepuff
4073 48 Pureblood 840 Senior Married Non-Union Female Drop-Out Hufflepuff
4074 42 Pureblood 769.23 Junior Single Non-Union Female Graduated Slytherin
4075 49 Pureblood 2884.61 Senior Married Non-Union Male Graduated Hufflepuff
4076 47 Pureblood 132.65 Senior Married Non-Union Female Graduated Hufflepuff
4077 54 Pureblood 1326 Senior Single Non-Union Female Graduated Ravenclaw
4078 54 Pureblood 350 Senior Married Non-Union Female Drop-Out Ravenclaw
4079 37 Pureblood 247.2 Senior Married Non-Union Male Drop-Out Slytherin
4080 31 Pureblood 160 Senior Single Non-Union Female Graduated Hufflepuff
4081 27 Pureblood 320 Junior Married Non-Union Female Graduated Slytherin
4082 44 Pureblood 1200 Senior Single Non-Union Female Graduated Gryffindor
4083 50 Pureblood 865.38 Senior Married Union Male Graduated Gryffindor
4084 56 Halfblood 1545.45 Senior Married Union Female Graduated Gryffindor
4085 32 Pureblood 1153 Senior Married Non-Union Male Graduated Gryffindor
4086 30 Pureblood 650 Senior Married Non-Union Female Drop-Out Gryffindor
4087 58 Pureblood 420 Senior Married Non-Union Male Drop-Out Slytherin
4088 28 Pureblood 360 Senior Married Non-Union Male Graduated Slytherin
4089 28 Pureblood 320 Senior Married Non-Union Female Graduated Slytherin
4090 41 Pureblood 557.69 Senior Married Non-Union Female Drop-Out Gryffindor
4091 38 Muggle-Born 618.46 Senior Single Non-Union Female Graduated Ravenclaw
4092 46 Pureblood 769.23 Senior Married Non-Union Male Graduated Slytherin
4093 43 Pureblood 2115.38 Senior Married Non-Union Female Graduated Slytherin
4094 61 Pureblood 1840 Junior Married Union Male Graduated Hufflepuff
4095 54 Pureblood 1200 Senior Married Non-Union Female Graduated Hufflepuff
4096 56 Halfblood 675 Senior Married Non-Union Female Graduated Slytherin
4097 24 Pureblood 340 Senior Single Non-Union Male Graduated Hufflepuff
4098 43 Pureblood 288.46 Senior Married Non-Union Female Drop-Out Hufflepuff
4099 46 Halfblood 825 Senior Single Non-Union Male Graduated Gryffindor
4100 57 Pureblood 1653 Senior Married Non-Union Male Drop-Out Gryffindor
4101 27 Pureblood 840 Junior Single Union Male Drop-Out Gryffindor
4102 46 Pureblood 865.38 Senior Single Non-Union Female Drop-Out Slytherin
4103 28 Muggle-Born 290 Senior Single Non-Union Female Graduated Slytherin
4104 29 Pureblood 192 Senior Single Non-Union Male Drop-Out Slytherin
4105 34 Pureblood 750 Senior Married Non-Union Male Drop-Out Ravenclaw
4106 45 Pureblood 1500 Senior Single Non-Union Male Graduated Slytherin
4107 62 Pureblood 769.23 Senior Married Non-Union Male Graduated Ravenclaw
4108 60 Pureblood 1730 Junior Married Union Male Graduated Gryffindor
4109 53 Pureblood 528 Senior Married Union Female Drop-Out Gryffindor
4110 33 Pureblood 615.38 Senior Married Non-Union Male Graduated Slytherin
4111 32 Pureblood 538.46 Senior Married Non-Union Female Graduated Slytherin
4112 45 Pureblood 520 Senior Single Non-Union Male Drop-Out Slytherin
4113 58 Pureblood 1153 Senior Married Non-Union Male Graduated Ravenclaw
4114 61 Pureblood 250 Senior Married Non-Union Female Drop-Out Slytherin
4115 51 Pureblood 2576.92 Senior Married Non-Union Male Graduated Slytherin
4116 60 Halfblood 865.38 Senior Married Non-Union Male Graduated Slytherin
4117 44 Halfblood 673.07 Senior Married Non-Union Female Graduated Slytherin
4118 57 Pureblood 350 Senior Married Non-Union Female Drop-Out Slytherin
4119 37 Pureblood 1105.6 Senior Married Non-Union Male Drop-Out Hufflepuff
4120 35 Pureblood 140 Senior Married Non-Union Female Drop-Out Hufflepuff
4121 33 Pureblood 1016 Junior Married Non-Union Male Graduated Slytherin
4122 33 Pureblood 384.61 Senior Married Non-Union Female Drop-Out Slytherin
4123 41 Pureblood 1000 Junior Married Non-Union Male Graduated Slytherin
4124 51 Pureblood 423.07 Senior Single Non-Union Male Graduated Slytherin
4125 44 Muggle-Born 1200 Junior Single Non-Union Female Graduated Hufflepuff
4126 62 Pureblood 346.15 Senior Married Non-Union Female Graduated Slytherin
4127 45 Pureblood 850 Senior Married Non-Union Male Drop-Out Hufflepuff
4128 42 Pureblood 1250 Senior Married Union Male Graduated Ravenclaw
4129 61 Pureblood 500 Senior Married Non-Union Female Graduated Ravenclaw
4130 58 Pureblood 400 Senior Married Non-Union Male Graduated Gryffindor
4131 54 Pureblood 461.53 Senior Married Non-Union Female Drop-Out Gryffindor
4132 53 Pureblood 1442 Senior Married Non-Union Male Graduated Hufflepuff
4133 50 Pureblood 1661.53 Senior Married Union Male Graduated Gryffindor
4134 56 Pureblood 1500 Senior Married Non-Union Female Drop-Out Gryffindor
4135 36 Muggle-Born 576.92 Senior Single Non-Union Male Drop-Out Slytherin
4136 28 Pureblood 600 Senior Single Non-Union Male Drop-Out Ravenclaw
4137 40 Muggle-Born 2211.53 Senior Single Non-Union Male Graduated Slytherin
4138 22 Pureblood 255 Junior Single Non-Union Male Graduated Slytherin
4139 56 Pureblood 600 Senior Single Non-Union Female Graduated Slytherin
4140 41 Pureblood 557 Senior Single Non-Union Female Drop-Out Ravenclaw
4141 33 Pureblood 320 Senior Single Non-Union Female Graduated Hufflepuff
4142 35 Pureblood 1153.84 Senior Married Non-Union Female Graduated Gryffindor
4143 47 Pureblood 500 Senior Married Non-Union Male Drop-Out Slytherin
4144 45 Pureblood 920 Senior Single Union Male Drop-Out Slytherin
4145 60 Pureblood 1057 Senior Married Union Female Drop-Out Ravenclaw
4146 40 Pureblood 830 Senior Single Non-Union Male Graduated Ravenclaw
4147 48 Pureblood 1057.69 Senior Single Non-Union Female Graduated Hufflepuff
4148 53 Pureblood 518.75 Senior Married Non-Union Male Graduated Ravenclaw
4149 51 Pureblood 572 Senior Married Non-Union Female Drop-Out Ravenclaw
4150 60 Pureblood 276.92 Senior Married Non-Union Female Drop-Out Ravenclaw
4151 50 Pureblood 115 Senior Single Non-Union Male Graduated Slytherin
4152 57 Halfblood 115 Senior Single Non-Union Male Graduated Slytherin
4153 59 Halfblood 115 Senior Single Union Male Graduated Slytherin
4154 35 Pureblood 538.46 Senior Married Non-Union Female Drop-Out Ravenclaw
4155 41 Halfblood 200 Senior Single Non-Union Female Drop-Out Slytherin
4156 50 Pureblood 528.84 Senior Single Non-Union Female Drop-Out Hufflepuff
4157 40 Pureblood 2153 Senior Married Non-Union Male Graduated Ravenclaw
4158 48 Halfblood 1102.8 Senior Single Non-Union Female Graduated Hufflepuff
4159 46 Pureblood 543.2 Junior Married Non-Union Female Drop-Out Slytherin
4160 35 Halfblood 769.23 Senior Single Non-Union Female Graduated Slytherin
4161 55 Pureblood 230 Junior Married Non-Union Female Graduated Ravenclaw
4162 29 Pureblood 700 Senior Married Non-Union Male Drop-Out Slytherin
4163 37 Pureblood 440 Senior Married Non-Union Female Graduated Ravenclaw
4164 34 Pureblood 350 Senior Married Non-Union Female Drop-Out Ravenclaw
4165 34 Pureblood 1346.15 Senior Married Non-Union Male Graduated Gryffindor
4166 34 Pureblood 1250 Senior Married Non-Union Female Graduated Gryffindor
4167 57 Halfblood 923.07 Senior Married Union Male Graduated Hufflepuff
4168 40 Pureblood 640 Senior Married Union Male Graduated Slytherin
4169 19 Pureblood 115 Senior Single Non-Union Female Graduated Slytherin
4170 37 Pureblood 480 Senior Married Non-Union Female Graduated Slytherin
4171 43 Muggle-Born 1900 Senior Married Non-Union Male Graduated Gryffindor
4172 41 Muggle-Born 1650 Senior Married Non-Union Female Graduated Gryffindor
4173 41 Pureblood 610.15 Junior Married Non-Union Male Drop-Out Ravenclaw
4174 33 Pureblood 920 Senior Married Non-Union Male Drop-Out Ravenclaw
4175 34 Pureblood 961.53 Junior Married Non-Union Female Graduated Ravenclaw
4176 33 Pureblood 586.4 Senior Married Non-Union Female Drop-Out Hufflepuff
4177 45 Pureblood 1036 Senior Single Non-Union Male Graduated Ravenclaw
4178 45 Pureblood 1730.76 Senior Single Non-Union Male Graduated Gryffindor
4179 41 Pureblood 903.84 Senior Single Non-Union Female Graduated Gryffindor
4180 59 Pureblood 1442.3 Senior Single Non-Union Female Graduated Gryffindor
4181 61 Pureblood 2884.61 Senior Married Non-Union Male Graduated Slytherin
4182 51 Pureblood 769.23 Senior Married Non-Union Female Graduated Hufflepuff
4183 62 Pureblood 1005.76 Senior Single Union Male Graduated Gryffindor
4184 48 Pureblood 1923 Senior Married Non-Union Male Graduated Hufflepuff
4185 47 Pureblood 846 Senior Married Non-Union Female Graduated Hufflepuff
4186 53 Pureblood 615.38 Junior Married Non-Union Male Graduated Slytherin
4187 43 Pureblood 346.15 Senior Married Non-Union Female Graduated Slytherin
4188 41 Pureblood 216 Senior Single Non-Union Male Graduated Hufflepuff
4189 44 Pureblood 900 Senior Married Non-Union Male Drop-Out Slytherin
4190 34 Pureblood 818.18 Senior Married Non-Union Female Graduated Slytherin
4191 58 Pureblood 961.53 Senior Single Non-Union Male Graduated Slytherin
4192 42 Halfblood 260 Senior Single Union Female Drop-Out Gryffindor
4193 46 Pureblood 880 Senior Married Non-Union Female Graduated Hufflepuff
4194 32 Pureblood 865.38 Senior Single Non-Union Female Graduated Slytherin
4195 29 Pureblood 600 Senior Married Non-Union Female Graduated Ravenclaw
4196 57 Pureblood 450 Senior Married Non-Union Male Graduated Slytherin
4197 54 Pureblood 646.15 Senior Married Non-Union Female Graduated Slytherin
4198 19 Muggle-Born 130 Junior Single Union Male Graduated Ravenclaw
4199 57 Muggle-Born 1250 Senior Single Union Female Graduated Ravenclaw
4200 25 Muggle-Born 1360 Senior Single Union Male Drop-Out Ravenclaw
4201 21 Muggle-Born 372 Senior Single Non-Union Female Drop-Out Ravenclaw
4202 36 Pureblood 1769.23 Senior Married Non-Union Male Graduated Slytherin
4203 33 Pureblood 2884.61 Senior Married Non-Union Female Graduated Slytherin
4204 19 Pureblood 538 Junior Single Non-Union Male Graduated Ravenclaw
4205 55 Pureblood 86 Senior Married Non-Union Female Graduated Ravenclaw
4206 43 Pureblood 1740 Senior Married Union Male Drop-Out Gryffindor
4207 36 Muggle-Born 1057.69 Senior Single Union Male Graduated Ravenclaw
4208 31 Pureblood 923.07 Senior Single Union Female Graduated Ravenclaw
4209 41 Pureblood 490 Senior Single Union Female Drop-Out Hufflepuff
4210 41 Pureblood 480 Senior Married Non-Union Female Graduated Gryffindor
4211 61 Pureblood 1288 Senior Single Non-Union Male Drop-Out Slytherin
4212 63 Pureblood 461 Junior Single Non-Union Female Graduated Slytherin
4213 46 Pureblood 660 Junior Married Union Male Drop-Out Gryffindor
4214 20 Halfblood 880 Junior Single Union Male Drop-Out Slytherin
4215 55 Pureblood 250 Senior Single Non-Union Female Graduated Ravenclaw
4216 38 Halfblood 750 Senior Single Union Female Drop-Out Hufflepuff
4217 46 Pureblood 1250 Senior Married Non-Union Male Graduated Slytherin
4218 19 Pureblood 350 Senior Single Non-Union Male Graduated Slytherin
4219 42 Pureblood 300 Senior Married Non-Union Female Graduated Slytherin
4220 52 Halfblood 340 Senior Single Non-Union Female Graduated Slytherin
4221 40 Halfblood 400 Senior Married Non-Union Male Drop-Out Gryffindor
4222 57 Halfblood 560.4 Senior Married Non-Union Female Drop-Out Gryffindor
4223 55 Pureblood 1057.69 Junior Single Non-Union Female Graduated Hufflepuff
4224 35 Pureblood 225 Junior Married Non-Union Female Graduated Gryffindor
4225 23 Pureblood 160 Senior Single Non-Union Female Graduated Hufflepuff
4226 46 Pureblood 320 Senior Single Non-Union Female Graduated Hufflepuff
4227 37 Halfblood 1538 Senior Married Non-Union Male Graduated Hufflepuff
4228 37 Halfblood 865 Senior Married Union Female Graduated Hufflepuff
4229 30 Pureblood 384.61 Senior Single Non-Union Male Graduated Gryffindor
4230 50 Pureblood 2884.61 Senior Single Non-Union Female Graduated Slytherin
4231 61 Pureblood 1153.84 Senior Married Non-Union Male Graduated Ravenclaw
4232 33 Pureblood 350 Senior Married Non-Union Male Graduated Hufflepuff
4233 29 Pureblood 330 Senior Married Non-Union Female Drop-Out Hufflepuff
4234 51 Pureblood 2115.38 Senior Single Non-Union Female Graduated Slytherin
4235 45 Pureblood 1923.07 Senior Single Non-Union Female Graduated Gryffindor
4236 36 Halfblood 576.92 Senior Married Non-Union Male Graduated Hufflepuff
4237 34 Halfblood 1730.76 Senior Married Non-Union Female Graduated Hufflepuff
4238 37 Pureblood 125 Senior Single Non-Union Female Drop-Out Hufflepuff
4239 49 Pureblood 1320 Senior Single Non-Union Female Graduated Hufflepuff
4240 27 Pureblood 190 Senior Single Non-Union Female Graduated Hufflepuff
4241 49 Pureblood 1910.76 Senior Married Non-Union Female Graduated Gryffindor
4242 20 Pureblood 220.8 Senior Single Non-Union Female Graduated Gryffindor
4243 22 Pureblood 400 Senior Single Non-Union Male Graduated Gryffindor
4244 49 Pureblood 1600 Senior Single Non-Union Female Graduated Gryffindor
4245 50 Halfblood 250 Senior Single Union Male Drop-Out Hufflepuff
4246 43 Pureblood 2884.61 Junior Married Non-Union Male Graduated Ravenclaw
4247 40 Pureblood 2307.69 Junior Married Non-Union Female Graduated Ravenclaw
4248 44 Halfblood 750 Senior Married Non-Union Female Drop-Out Gryffindor
4249 27 Pureblood 553.84 Senior Single Non-Union Male Graduated Hufflepuff
4250 49 Halfblood 1538 Senior Single Non-Union Male Graduated Gryffindor
4251 32 Pureblood 1730.76 Senior Married Non-Union Male Graduated Ravenclaw
4252 48 Pureblood 1711 Senior Single Non-Union Male Graduated Slytherin
4253 40 Pureblood 750 Senior Married Non-Union Female Graduated Slytherin
4254 60 Pureblood 480 Senior Married Non-Union Male Graduated Gryffindor
4255 58 Pureblood 1250 Senior Married Non-Union Female Drop-Out Gryffindor
4256 33 Pureblood 2019 Senior Married Non-Union Male Graduated Gryffindor
4257 29 Pureblood 711 Senior Married Non-Union Female Graduated Gryffindor
4258 59 Pureblood 500 Senior Single Non-Union Female Drop-Out Gryffindor
4259 37 Pureblood 769.23 Senior Single Non-Union Female Graduated Gryffindor
4260 26 Pureblood 432.69 Senior Married Non-Union Male Graduated Ravenclaw
4261 23 Pureblood 385.38 Senior Married Non-Union Female Graduated Ravenclaw
4262 31 Pureblood 1711.53 Senior Married Non-Union Male Graduated Slytherin
4263 30 Pureblood 850 Senior Single Non-Union Male Graduated Gryffindor
4264 32 Pureblood 750 Senior Single Non-Union Female Graduated Gryffindor
4265 39 Pureblood 632.5 Senior Married Non-Union Male Graduated Gryffindor
4266 54 Pureblood 450 Senior Married Non-Union Female Graduated Slytherin
4267 21 Pureblood 890 Senior Single Non-Union Male Drop-Out Gryffindor
4268 55 Pureblood 865 Senior Married Non-Union Male Graduated Gryffindor
4269 56 Pureblood 608.52 Senior Married Non-Union Female Graduated Gryffindor
4270 33 Pureblood 360 Senior Married Non-Union Male Graduated Ravenclaw
4271 22 Pureblood 400 Senior Single Non-Union Male Drop-Out Ravenclaw
4272 54 Pureblood 1164.7 Senior Married Non-Union Male Graduated Slytherin
4273 53 Pureblood 576 Senior Married Union Female Graduated Slytherin
4274 33 Pureblood 865.38 Senior Married Non-Union Female Graduated Gryffindor
4275 36 Pureblood 200 Junior Married Non-Union Male Graduated Ravenclaw
4276 27 Pureblood 461.53 Senior Married Non-Union Male Graduated Hufflepuff
4277 27 Pureblood 346.15 Senior Married Union Female Graduated Hufflepuff
4278 46 Pureblood 720 Senior Single Non-Union Female Graduated Gryffindor
4279 18 Pureblood 85.5 Senior Single Non-Union Female Drop-Out Gryffindor
4280 27 Pureblood 390 Senior Married Non-Union Female Drop-Out Hufflepuff
4281 52 Pureblood 1307.69 Senior Single Non-Union Female Graduated Gryffindor
4282 43 Pureblood 640 Senior Married Non-Union Male Graduated Hufflepuff
4283 50 Pureblood 1788.46 Senior Married Non-Union Male Graduated Gryffindor
4284 40 Muggle-Born 420 Junior Married Non-Union Male Graduated Ravenclaw
4285 59 Pureblood 1120 Senior Married Non-Union Male Graduated Hufflepuff
4286 29 Halfblood 470 Junior Married Union Male Graduated Hufflepuff
4287 41 Pureblood 675 Senior Married Non-Union Female Graduated Gryffindor
4288 38 Pureblood 830.76 Senior Married Non-Union Male Graduated Hufflepuff
4289 50 Pureblood 1153 Senior Married Non-Union Male Graduated Slytherin
4290 47 Pureblood 1884 Senior Married Non-Union Female Drop-Out Slytherin
4291 53 Pureblood 2884.61 Senior Married Non-Union Male Graduated Gryffindor
4292 61 Pureblood 307.69 Junior Married Union Female Drop-Out Gryffindor
4293 55 Pureblood 750 Senior Married Non-Union Male Graduated Ravenclaw
4294 27 Halfblood 333 Senior Single Non-Union Male Graduated Slytherin
4295 50 Halfblood 400 Senior Married Non-Union Male Drop-Out Slytherin
4296 50 Halfblood 112.5 Senior Married Non-Union Female Drop-Out Slytherin
4297 41 Pureblood 2884.61 Senior Married Non-Union Male Graduated Ravenclaw
